benchmark,library,order,size,median,mean,stdev,unit
IntMap.getMiss,JRE,random,33554434,39.296438311818505,39.55853503313985,2.814207914708401,ns/op
IntMap.getMiss,JRE,random,50331646,50.11291619650961,50.733440622299064,1.3239457874805416,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,514,1.7198270860465454,1.7202429041708245,0.011897361826927307,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,766,26.09815643298688,26.118839066389423,0.14102923501306058,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,1026,1.515635737616509,1.5189722935028565,0.00785346807869713,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,1534,16.745547114544074,16.762911596131104,0.15860308044130758,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,2050,1.5534265961832823,1.5542485724438209,0.004098912174671553,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,3070,9.123770747837767,9.14783291942561,0.09366132061410082,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,4098,1.4919430229670025,1.4918597305187262,0.012358151112765241,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,6142,4.583510945004193,4.581102924521385,0.022447259191924637,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,8194,1.4684296093924307,1.470482389669937,0.007953159634222308,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,12286,3.1080634089857684,3.109839869733826,0.023028624010545617,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,16386,1.484911334253722,1.4881918830061676,0.005808382241628132,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,24574,2.3911971232019944,2.380728012976124,0.026958875692335627,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,32770,1.5014226374362387,1.4998442066114,0.007664511209474355,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,49150,6.5542119582312015,6.505891417846552,0.10980464760621643,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,65538,1.8645366858099512,1.8626776586459615,0.010749007693876092,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,98302,2449.703675640137,2452.5610496705212,9.417290590442475,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,131074,2.4757186934677256,2.4665422545494664,0.029702941858017293,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,196606,2.8160512352068867,2.8121107991551986,0.012384866337452935,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,262146,3.9004272666248134,3.882865793472918,0.053654539058498825,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,393214,4.659951248791482,4.639467228421717,0.051105180646541154,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,524290,6.20791385182428,6.209532903050661,0.06325682262433241,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,786430,8.228658671632044,8.257898194983836,0.10871056415531852,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,1048578,9.869170754496315,9.835068530490341,0.1100069057435822,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,1572862,14.093815835299026,14.080200296988657,0.07448563745453403,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,2097154,18.121856597614034,18.032547113561513,0.21186439372164156,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,3145726,22.402073755413326,22.426835074997577,0.12005798277895205,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,4194306,38.222655659340084,37.97328061607466,0.5278947573785241,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,6291454,55.628738179151014,56.045070865123535,2.168341928235215,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,8388610,113.94459684729776,113.88737480758022,1.0389336729839325,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,12582910,109.62853544100182,109.6376375093545,0.6420554372280334,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,16777218,3.3846399011232835,3.396914441975907,0.05699134712717232,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,25165822,110.41049731853377,110.31244189404038,0.5444034370210787,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,33554434,10.478769984051294,10.466681381674878,0.1312811262357833,ns/op
IntMap.getMiss,PrimitiveCollections,highBits,50331646,94.57896230761338,94.51972861652683,0.3674441141953638,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,514,1.990547205591921,1.990745827378978,0.00822760230862502,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,766,3.247090545670611,3.2497579925908853,0.012921671633692918,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,1026,2.0913390928056765,2.0880794217326675,0.011962703237959374,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,1534,2.9501175851882384,2.951993569835154,0.004595973251826309,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,2050,2.0962871344298337,2.0918044459014493,0.012658999818095627,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,3070,3.2085575172388934,3.20083607715572,0.024604390237427803,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,4098,2.10923823947161,2.1104406098465645,0.016271936559888133,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,6142,3.3865178869259163,3.3857228507824586,0.011542510707085169,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,8194,1.8882923563702856,1.8870297858453007,0.011036463460945455,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,12286,4.290454448700679,4.294087110058662,0.01423340696227284,ns/op
IntMap.getMiss,PrimitiveCollections,lowBits,16386,1.9305754484751518,1.9325975522034506,0.01338507348432408,ns/op
